latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.13265,-60.17641,304.28,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.18,1.18,N
-33.13326,-60.172,299.36,0.41,0.37,512,1,VIIRS,n,2.0NRT,284.12,1.18,N
-33.13387,-60.1676,296.7,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.28,1.1,N
-33.13448,-60.16319,306.26,0.41,0.37,512,1,VIIRS,n,2.0NRT,289.24,1.1,N
-33.13669,-60.17268,302.57,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.18,1.18,N
-33.1373,-60.16826,307.51,0.41,0.37,512,1,VIIRS,n,2.0NRT,287.72,1.1,N
-33.13791,-60.16386,298.41,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.76,1.1,N
-33.13852,-60.15945,309.9,0.41,0.37,512,1,VIIRS,n,2.0NRT,290.46,2.86,N
-33.14011,-60.17334,297.03,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.89,1.22,N
-33.14073,-60.16894,295.3,0.41,0.37,512,1,VIIRS,n,2.0NRT,284.26,1.18,N
-33.14133,-60.16454,296.57,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.79,1.18,N
-33.14194,-60.16013,307.53,0.41,0.37,512,1,VIIRS,n,2.0NRT,288.33,1.2,N
-33.14256,-60.15572,304.66,0.41,0.37,512,1,VIIRS,n,2.0NRT,288.73,1.2,N
-33.14537,-60.1608,303.17,0.41,0.37,512,1,VIIRS,n,2.0NRT,288.28,1.2,N
-33.14598,-60.15639,302.75,0.41,0.37,512,1,VIIRS,n,2.0NRT,287.65,1.2,N
-33.16336,-60.1326,327.76,0.41,0.37,512,1,VIIRS,n,2.0NRT,287.77,2.31,N
-33.16275,-60.13702,305.0,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.14,2.31,N
-33.1668,-60.13327,303.73,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.08,0.84,N
-33.17023,-60.13394,295.38,0.41,0.37,512,1,VIIRS,n,2.0NRT,282.48,0.84,N
-33.17121,-60.15228,309.23,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.47,1.3,N
-33.17587,-60.14413,296.71,0.41,0.37,512,1,VIIRS,n,2.0NRT,282.5,0.56,N
-33.17648,-60.13971,298.82,0.41,0.37,512,1,VIIRS,n,2.0NRT,283.04,1.0,N
-33.1924,-60.15191,297.23,0.41,0.37,512,1,VIIRS,n,2.0NRT,284.0,0.71,N
-33.19302,-60.14749,296.47,0.41,0.37,512,1,VIIRS,n,2.0NRT,283.4,0.71,N
-33.20242,-60.18107,301.18,0.41,0.37,512,1,VIIRS,n,2.0NRT,285.17,1.58,N
-33.20303,-60.17666,309.76,0.41,0.37,512,1,VIIRS,n,2.0NRT,286.37,1.58,N
-33.24084,-60.07076,344.84,0.46,0.39,1734,1,VIIRS,n,2.0NRT,309.08,11.51,D
-33.22701,-60.04809,344.54,0.45,0.39,1734,1,VIIRS,n,2.0NRT,303.57,5.66,D
-33.2234,-60.04873,343.79,0.45,0.39,1734,1,VIIRS,n,2.0NRT,301.23,6.35,D
-33.2174,-60.02975,337.47,0.45,0.39,1734,1,VIIRS,n,2.0NRT,305.34,7.45,D
